Name	Current price	Original price	Link	Rating	Rate Count
Ram Laptop Lexar DDR4 4GB 2666MHz 1.2v LD4AS004G-B2666GSST	250.000 VND	490.000 VND	https://memoryzone.com.vn/ram-laptop-lexar-ddr4-4gb-2666mhz-1-2v-ld4as004g-b2666gsst	5	25
Ram PC G.SKILL Aegis 4GB 1600MHz DDR3 (4GBx1) F3-1600C11S-4GIS	250.000 VND	330.000 VND	https://memoryzone.com.vn/ram-pc-g-skill-aegis-4gb-1600mhz-ddr3-4gbx1-f3-1600c11s-4gis	5	8
Ram Laptop G.Skill Ripjaws DDR3L 4GB 1600MHz 1.35v F3-1600C11S-4GRSL	260.000 VND	350.000 VND	https://memoryzone.com.vn/ram-g-skill-ripjaws-ddr3l-4gb-bus-1600mhz-1-35v-f3-1600c11s-4grsl	5	40
Ram Laptop Samsung DDR4 4GB 3200MHz 1.2v M471A5244CB0-CWE	290.000 VND	390.000 VND	https://memoryzone.com.vn/ram-laptop-samsung-ddr4-4gb-3200mhz-1-2v-m471a5244cb0-cwe	5	20
Ram PC G.SKILL Aegis 8GB 3200MHz DDR4 F4-3200C16S-8GIS	390.000 VND	690.000 VND	https://memoryzone.com.vn/ram-pc-g-skill-aegis-8gb-3200mhz-ddr4-f4-3200c16s-8gis	0	0
Ram Laptop G.Skill Ripjaws DDR4 8GB 3200MHz 1.2v F4-3200C22S-8GRS	399.000 VND	690.000 VND	https://memoryzone.com.vn/ram-laptop-g-skill-ripjaws-ddr4-8gb-3200mhz-1-2v-f4-3200c22s-8grs	5	114
Ram PC G.SKILL Aegis 8GB 1600MHz DDR3 (8GBx1) F3-1600C11S-8GIS	400.000 VND	530.000 VND	https://memoryzone.com.vn/ram-pc-g-skill-aegis-8gb-1600mhz-ddr3-8gbx1-f3-1600c11s-8gis	5	33
Ram Laptop G.Skill Ripjaws DDR3L 8GB 1600MHz 1.35v F3-1600C9S-8GRSL	450.000 VND	650.000 VND	https://memoryzone.com.vn/ram-g-skill-ripjaws-ddr3l-8gb-bus-1600mhz-1-35v-f3-1600c9s-8grsl	5	102
Ram Laptop Samsung DDR4 8GB 3200MHz 1.2v M471A1K43EB1-CWE	535.000 VND	950.000 VND	https://memoryzone.com.vn/ram-laptop-samsung-ddr4-8gb-bus-3200mhz-m471a1k43eb1-cwe	5	59
Ram PC Kingston Fury Beast Black 8GB 3200MHz DDR4 KF432C16BB/8	550.000 VND	690.000 VND	https://memoryzone.com.vn/ram-pc-kingston-fury-beast-black-8gb-3200mhz-ddr4-kf432c16bb-8	5	48
Ram Laptop Kingston DDR4 8GB 2666MHz 1.2v KVR26S19S6/8	550.000 VND	790.000 VND	https://memoryzone.com.vn/ram-laptop-kingston-ddr4-8gb-2666mhz-1-2v-kvr26s19s6-8	5	57
Ram Laptop Kingston DDR4 8GB 3200MHz 1.2v KVR32S22S8/8	550.000 VND	750.000 VND	https://memoryzone.com.vn/ram-laptop-kingston-ddr4-8gb-bus-3200mhz-kvr32s22s8-8	5	248
Ram Laptop Crucial DDR4 8GB 3200MHz 1.2v CT8G4SFS832A	550.000 VND	850.000 VND	https://memoryzone.com.vn/ram-laptop-crucial-ddr4-8gb-bus-3200mhz-cl22-1-2v-ct8g4sfs832a	5	81
Ram Laptop Crucial DDR4 8GB 2400MHz 1.2v CT8G4SFS824A	550.000 VND	990.000 VND	https://memoryzone.com.vn/ram-laptop-crucial-ddr4-8gb-bus-2400-skylake-kabylake	5	65
Ram PC Kingston 8GB 3200MHz DDR4 KVR32N22S8/8	560.000 VND	750.000 VND	https://memoryzone.com.vn/ram-pc-kingston-8gb-3200mhz-ddr4-kvr32n22s8-8	0	0
Ram PC Corsair Vengeance LPX 8GB 3200MHz DDR4 CMK8GX4M1E3200C16	570.000 VND	690.000 VND	https://memoryzone.com.vn/ram-pc-corsair-vengeance-lpx-8gb-3200mhz-ddr4-cmk8gx4m1e3200c16	5	21
Ram Laptop Corsair Vengeance DDR4 8GB 3200MHz 1.2v CMSX8GX4M1A3200C22	590.000 VND	790.000 VND	https://memoryzone.com.vn/ram-laptop-corsair-vengeance-ddr4-8gb-3200mhz-1-2v-cmsx8gx4m1a3200c22	5	94
Ram Laptop Corsair Vengeance DDR4 8GB 2666MHz 1.2v CMSX8GX4M1A2666C18	590.000 VND	890.000 VND	https://memoryzone.com.vn/ram-corsair-vengeance-ddr4-8gb-1x8gb-bus-2666-cl18-cmsx8gx4m1a2666c18	5	58
Ram Laptop Corsair Vengeance DDR4 8GB 2400MHz 1.2v CMSX8GX4M1A2400C16	590.000 VND	890.000 VND	https://memoryzone.com.vn/ram-corsair-vengeance-ddr4-8gb-1x8gb-bus-2400-cl16-cmsx8gx4m1a2400c16	5	65
Ram PC G.SKILL Aegis 16GB 3200MHz DDR4 F4-3200C16S-16GIS	750.000 VND	999.000 VND	https://memoryzone.com.vn/ram-pc-g-skill-aegis-16gb-3200mhz-ddr4-16gbx1-f4-3200c16s-16gis	5	1
Ram Laptop Crucial DDR5 8GB 4800MHz 1.1v CT8G48C40S5	750.000 VND	1.050.000 VND	https://memoryzone.com.vn/ram-laptop-crucial-ddr5-8gb-4800mhz-1-1v-ct8g48c40s5	5	22
Ram Laptop Crucial DDR5 8GB 5200MHz 1.1v CT8G52C42S5	760.000 VND	1.150.000 VND	https://memoryzone.com.vn/ram-laptop-crucial-ddr5-8gb-5200mhz-1-1v-ct8g52c42s5	0	0
